kepid,kepoi_name,kepler_name,koi_disposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_impact,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_sma,koi_teq,koi_insol,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smet,koi_sage,koi_snr,koi_fittype,ra,dec,koi_kepmag
6895395,K00876.01,Kepler-876 b,CONFIRMED,0.886,0,0,0,0,0.5,7.23e-05,-0.0001656,,,9.6911,0.48455,-0.48455,347.39,27.79,-27.79,4.156,,-0.2618,,1005.8,29.666,5494.4,145.1,-76.9,4.6978,0.0552,-0.0613,0.8497,0.04248,-0.04248,0.9468,-0.1012,4.786,39.36,ls+mcmc,294.737173,43.091627,13.222
9062092,K00198.01,,cand,0.53,0,0,0,0,,0.0055135,-0.0124832,488.11749,0.962,10.1598,0.50799,-0.50799,1186.83,94.95,-94.95,2.217,0.2826,-0.1834,0.19913,495.8,0.352,-5186.9,267.9,-87.6,4.4884,0.077,-0.1178,1.0017,0.05009,-0.05009,1.0803,0.3228,3.848,3.0,LS+MCMC,298.978432,36.015074,11.642
6271668,K00186.01,Unknown,false_positive,,1,1,1,0,3.18354,0.0017838,-0.000827,409.30446,0.582,3.505,0.17525,-0.17525,1134.52,90.76,-90.76,7.697,1.2469,-1.2076,0.04597,203.3,1.133,5074.8,129.5,-277.3,5.0,0.0574,-0.0686,1.0322,0.05161,-0.05161,1.1032,,4.112,15.75,LS,290.140839,39.628369,10.386
4145726,K01326.01,Kepler-1326 b,CONFIRM,0.899,0,0,0,0,19.37661,0.0051289,-0.0114845,126.96955,0.294,2.7322,0.13661,-0.13661,1386.59,110.93,,2.812,0.3732,-0.3162,0.13812,1525.8,46.658,4760.1,283.4,-129.4,4.6131,0.1186,-0.146,0.792,0.0396,-0.0396,0.7669,-0.2241,2.918,26.25,LS+MCMC,280.791581,45.805049,14.19
8638915,K00422.01,Unknown,FALSE POSITIVE,1.992,1,1,0,1,7.56493,0.0024778,-0.0051628,350.97824,,,0.12834,-0.12834,443.01,35.44,-35.44,11.111,1.2754,-0.6662,0.08601,2257.3,10.382,5050.8,274.3,-289.5,4.3787,0.12,-0.1019,0.737,0.03685,-0.03685,0.6849,-0.2535,11.149,3.79,ls,286.203098,36.895857,
2479232,K00257.01,,candidate,0.706,0,0,0,0,2.54939,0.0016217,-0.0001711,265.22174,0.504,15.0,,-0.75,153.05,12.24,-12.24,2.381,0.3524,-0.4239,0.04033,779.7,238.935,4830.4,127.9,-220.7,4.3377,,-0.1243,0.7021,0.03511,-0.03511,0.6883,0.2558,9.634,21.68,--,291.808357,48.77652,13.999
5011645,K00136.01,Kepler-136 b,confirm,0.762,0,0,0,0,14.96371,0.0112498,-0.0067081,351.59535,0.358,3.3637,0.16819,-0.16819,1084.1,86.73,-86.73,1.401,0.1189,,0.10817,1627.8,,5433.1,156.2,,4.5372,0.1083,-0.1042,1.1833,0.05916,-0.05916,1.2049,,7.495,,LS,285.530123,39.33807,15.305
6319997,K01644.01,Unknown,FALSE POSITIVE,0.37,1,1,1,1,1.89581,0.0001527,-0.0007093,326.93597,0.683,3.0276,,-0.15138,,98.43,-98.43,,1.0086,-2.2657,0.03332,2072.2,45.097,6286.9,119.6,-174.6,4.0554,0.1201,-0.0493,1.11,0.0555,-0.0555,1.0535,0.0854,0.679,17.14,LS+MCMC,283.743516,41.579829,14.109
1044235,K01351.01,Unknown,CANDIDATE,0.533,0,0,0,0,1.17959,0.0008825,-0.0007833,440.20264,0.343,4.2198,0.21099,-0.21099,1200.39,96.03,-96.03,99.724,0.7666,-0.9244,0.02094,450.5,6.719,6427.8,195.8,-139.4,4.1574,0.0678,,0.7083,,-0.03542,0.7257,-0.0387,5.668,13.16,--,287.244599,50.252739,12.281
9461559,K01471.01,Unknown,FALSE POSITIVE,0.126,1,1,0,1,3.04491,0.0018133,-0.0024197,268.67266,0.681,8.9186,0.44593,-0.44593,2032.59,162.61,-162.61,11.416,0.657,-1.4406,0.04375,990.6,34.327,5353.1,292.7,-170.7,4.3693,0.0812,-0.0515,0.8967,0.04483,-0.04483,,-0.1237,8.52,3.0,LS+MCMC,304.345875,39.421668,13.674
6418904,K01780.01,nan,cand,0.354,0,0,0,0,3.70696,0.0016792,-0.0029997,423.49689,0.576,15.0,0.75,-0.75,412.41,32.99,-32.99,1.876,0.144,-0.1623,0.0427,1740.9,22.227,6276.7,99.6,-283.7,4.64,0.1362,-0.0899,1.2517,0.06259,-0.06259,1.1172,11.2398,,42.84,LS,303.256357,45.984356,13.366
4231247,K00867.01,Kepler-867 b,confirmed,0.882,0,0,0,0,4.41774,0.0037786,-0.000479,457.55591,0.186,0.9203,0.04601,-0.04601,1666.57,133.33,-133.33,3.763,0.4697,-0.6053,0.06056,1451.8,3.583,6310.8,57.9,-70.3,4.2445,0.0202,-0.1006,0.8358,0.04179,-0.04179,0.8364,0.1308,2.623,35.4,ls+mcmc,287.165431,44.051643,15.739
8228722,K01460.01,,False Positive,0.174,0,0,0,2,,0.1217989,-0.086318,146.4983,0.843,9.355,0.46775,-0.46775,485.37,,-38.83,1.173,0.1254,-0.174,0.7137,757.2,3.346,4590.8,,-274.7,3.812,0.138,-0.0496,0.7786,0.03893,-0.03893,0.7655,0.3622,6.426,19.16,LS+MCMC,292.431822,43.043612,14.254
3457929,K01787.01,nan,false positive,2.729,0,1,1,1,0.50093,0.0004356,-0.0001408,247.07581,0.015,3.3441,0.16721,-0.16721,2000.85,160.07,-160.07,0.93,0.0835,-0.0832,0.01405,2425.0,191.1,4656.1,,-64.1,4.4718,,-0.0265,0.7141,0.0357,-0.0357,0.7709,-0.0929,,5.35,Unknown,282.777184,51.938757,11.028
3237151,K01038.01,nan,false_positive,0.319,0,1,0,0,5.9051,,-0.004661,387.93538,0.714,11.0114,0.55057,-0.55057,1311.28,104.9,-104.9,none,1.2736,-0.6054,0.0581,1141.3,566.726,5040.9,83.8,-298.1,4.4868,0.0555,-0.0666,0.9509,0.04755,-0.04755,0.9387,0.101,2.668,20.53,ls+mcmc,291.822361,36.644739,15.406
9207930,K01941.01,Kepler-1941 b,CONFIRM,0.707,0,0,0,0,3.97396,0.0037901,-0.0037884,122.60585,0.778,6.4517,0.32258,-0.32258,1304.91,104.39,-104.39,,0.2306,-0.3834,,942.7,363.907,3385.6,169.3,-80.6,4.2444,0.1103,-0.0778,1.1295,0.05648,-0.05648,1.1928,0.272,11.743,20.93,MCMC,291.0244,45.013116,11.42
9399818,K00050.01,Kepler-50 b,CONFIRMED,0.755,0,0,0,0,27.01062,0.0078492,-0.0248698,463.81543,0.97,887.23,,,72.86,5.83,-5.83,4.939,0.3476,-0.5847,0.19099,2128.2,48.347,4800.6,96.9,-200.3,4.4136,0.0735,-0.13,0.839,0.04195,-0.04195,0.7835,0.1117,8.373,58.62,LS,290.550625,37.67603,
6734358,K00527.01,Unknown,FALSE POSITIVE,0.032,0,1,1,1,3.16992,0.0024486,-0.0013109,191.76747,0.137,10.9859,0.54929,-0.54929,260.92,20.87,-20.87,3.843,0.569,-0.7496,0.04069,817.8,1.023,4844.3,279.5,-67.4,4.7954,0.0471,-0.0971,1.1338,0.05669,-0.05669,1.0992,0.1555,3.869,10.99,LS+MCMC,295.20489,43.687967,13.686
3635837,K00453.01,,false positive,0.241,1,1,1,1,19.87171,0.0022458,-0.0170857,251.96382,0.734,6.9676,0.34838,,775.5,62.04,-62.04,13.726,0.833,-1.8422,0.12477,421.7,,4189.4,231.5,-106.3,4.0643,0.0739,-0.0277,0.9645,,-0.04822,0.9328,-0.2317,0.958,3.5,ls+mcmc,283.648871,46.442674,10.561
5118834,K01829.01,nan,fp,0.198,1,0,1,0,0.90163,0.0008491,-0.0006118,436.97232,0.545,4.0269,0.20135,-0.20135,4906.43,392.51,-392.51,9.399,0.9293,-1.2282,0.02065,968.1,0.937,4865.9,143.7,-236.9,4.7384,0.1111,-0.1043,0.8912,0.04456,-0.04456,0.9281,0.2466,6.829,41.37,ls+mcmc,298.25597,49.995514,12.227
8001928,K00683.01,Kepler-683 b,CONFIRMED,0.977,0,0,0,0,4.77222,0.0040665,-0.0020519,182.57708,,5.8256,0.29128,-0.29128,176.22,14.1,-14.1,5.193,0.6152,-0.3142,0.05228,1390.4,1.199,5390.6,121.0,-81.6,,0.0626,-0.043,0.8012,0.04006,-0.04006,0.7528,,10.593,62.03,LS,282.028777,39.726036,12.844
4299953,K00463.01,Unknown,False Positive,0.083,1,1,0,0,4.56959,0.0014327,,261.1999,0.156,3.7383,0.18692,-0.18692,1027.56,82.2,-82.2,5.673,0.5343,-0.7326,0.0508,2231.4,,5677.5,,-50.9,4.2845,0.1384,-0.0557,1.2303,0.06151,-0.06151,1.2159,-0.1955,,,ls,285.172501,46.423029,12.339
3978194,K00936.01,Kepler-936 b,CONFIRMED,0.901,0,0,0,0,13.01198,0.0058639,,228.63358,0.028,4.5098,0.22549,,205.01,,-16.4,9.817,1.4794,-0.8426,0.09292,335.5,0.754,5854.6,174.2,-168.4,4.2566,0.0653,-0.0677,,0.04392,-0.04392,0.8926,-0.091,,,ls+mcmc,296.334637,47.231961,13.155
9253525,K01412.01,Kepler-1412 b,CONFIRMED,0.826,0,0,0,0,10.14498,0.0087171,-0.0059954,318.46184,0.809,2.1525,0.10763,-0.10763,4699.36,375.95,-375.95,2.917,0.1598,-0.2229,0.08956,1162.4,54.254,4046.4,158.7,-122.8,4.6012,0.0476,-0.025,1.0935,0.05467,-0.05467,1.1274,-0.3678,10.105,25.82,LS,283.046317,49.299036,11.921
2234162,K00648.01,,false positive,0.393,1,1,0,1,9.07134,0.0048706,-0.0041727,335.37753,0.775,4.3355,0.21677,,137.85,11.03,-11.03,,0.358,-0.2148,0.09723,1201.0,1.578,5917.6,92.4,-142.1,4.3508,0.1228,-0.0559,0.9873,0.04937,-0.04937,1.0424,0.0196,2.067,9.22,--,293.493853,37.423347,13.711
4604914,K01447.01,,FP,0.1,1,1,2,0,6.75659,0.0028844,-0.0062398,228.40792,0.111,524.4258,0.43702,-0.43702,828.4,66.27,-66.27,6.82,1.0792,-0.5452,0.06549,1716.8,,5678.7,265.1,-219.0,4.2846,0.0154,-0.0429,0.9005,0.04502,-0.04502,0.8801,0.268,,10.03,LS,286.94955,,13.995
7684723,K01058.01,Unknown,FALSE POSITIVE,0.019,0,0,0,0,0.62998,0.0003948,,261.99882,0.379,6.9861,0.34931,-0.34931,208.92,16.71,-16.71,10.278,0.8263,-0.6942,0.01251,1497.7,13.869,5590.1,229.7,-266.6,4.4292,0.0396,-0.0689,0.662,0.0331,-0.0331,0.6534,-0.1945,7.988,7.73,LS+MCMC,304.359465,103.979153,10.841
7328396,K00860.01,Kepler-860 b,CONFIRMED,0.83,0,0,0,0,,0.0164403,-0.0210428,364.47636,0.051,3.8801,0.194,-0.194,1152.84,,-92.23,2.713,0.1608,-0.3546,0.16267,583.6,111.68,5057.6,266.8,-87.5,4.5332,,-0.0463,0.7657,0.03829,-0.03829,0.7368,0.3672,4.311,66.0,LS+MCMC,285.196285,40.259758,12.905
6874861,K00248.01,nan,cand,0.77,0,0,0,0,7.45891,0.0031859,-0.0042841,182.21539,,15.0,0.75,-0.75,5805.15,464.41,-464.41,30.0,4.7859,-5.4472,0.07857,1787.6,3.568,5508.7,269.1,-160.0,4.5382,0.149,-0.0274,0.7586,0.03793,-0.03793,0.8169,0.3381,7.359,40.15,ls+mcmc,285.13413,45.28046,13.335
5411512,K00991.01,nan,FALSE POSITIVE,0.129,1,0,1,0,0.8054,0.0007625,-0.0004687,264.03587,0.858,7.0869,0.35435,-0.35435,83.18,6.65,-6.65,3.559,0.4254,-0.2503,0.01644,845.3,,5900.7,219.4,-219.5,4.0478,0.0549,,0.7369,0.03684,-0.03684,0.6915,8.4193,,27.18,ls+mcmc,291.819108,37.175517,14.436
2258250,K01180.01,Unknown,FALSE_POSITIVE,0.14,1,1,1,0,3.79161,0.001749,-0.0033866,343.39643,,2.6866,0.13433,-0.13433,4666.83,373.35,-373.35,10.912,1.2009,-1.1901,0.04295,2266.2,14.417,5536.1,116.7,-186.0,4.3784,0.0929,-0.1152,1.1237,0.05618,-0.05618,1.1592,-0.3213,11.975,13.67,LS,283.885303,51.994347,10.221
8826273,K01870.01,nan,FALSE POSITIVE,0.035,1,1,1,0,1.3622,0.0002071,-0.0008181,472.29576,0.061,11.5076,0.57538,-0.57538,121.49,9.72,-9.72,1.385,0.2313,-0.1184,0.02127,814.2,3.167,4969.8,192.8,-183.4,4.3079,0.1156,,0.8182,0.04091,-0.04091,0.873,0.0954,11.98,5.32,ls+mcmc,296.478982,45.904754,11.109
8563454,K01499.01,nan,FALSE POSITIVE,0.397,1,0,0,0,,0.0003169,-0.0001532,106.52236,0.565,4.8863,0.24432,-0.24432,3717.48,297.4,-297.4,-136.749,1.1638,-0.8996,0.02232,409.4,23.109,5298.8,255.1,-275.3,4.4348,0.1175,-0.0967,0.9575,0.04788,-0.04788,1.0173,0.2383,5.753,19.08,ls+mcmc,280.126223,42.2804,10.447
9108806,K01857.01,,FALSE POSITIVE,0.296,1,0,1,0,4.64783,0.0003893,,391.13027,0.938,319.2545,0.26605,-0.26605,2058.93,,-164.71,8.651,1.5353,-0.9516,0.05507,1641.9,204.499,5442.4,288.0,-182.6,4.1028,0.1415,-0.0618,1.7405,0.08702,-0.08702,1.5076,0.0488,,22.79,LS,,40.748759,15.12
7079903,K00217.01,Kepler-217 b,confirm,0.762,0,0,0,0,1.3242,0.0001748,-0.000262,306.10215,0.094,8.0228,0.40114,-0.40114,251.84,20.15,-20.15,3.912,0.6331,-0.7107,0.02037,1198.8,4.609,4061.0,162.0,-95.6,4.391,0.1231,-0.0126,0.6808,0.03404,-0.03404,0.6489,0.3574,4.797,4.35,mcmc,283.280117,45.456735,10.767
7156854,K01955.01,,CANDIDATE,0.712,0,0,0,0,?,0.0507667,-0.0129669,151.12234,0.69,11.4421,0.57211,-0.57211,691.9,55.35,-55.35,18.252,,,0.25396,1175.1,9.969,4393.0,201.9,-150.4,,0.0639,,1.3284,0.06642,-0.06642,1.2545,0.2455,6.449,12.03,mcmc,282.658454,45.011952,?
9586333,K00544.01,Unknown,False Positive,0.199,1,1,1,0,5.33486,0.0043641,-0.0031432,350.52044,0.022,,0.1551,-0.1551,1136.88,90.95,-90.95,13.233,2.2463,-2.558,0.06308,N/A,,6086.5,169.2,-118.4,4.3654,0.0987,-0.0552,1.0619,0.05309,-0.05309,0.9512,0.294,11.671,3.14,ls+mcmc,280.651079,50.100542,na
7298870,K01480.01,Unknown,FALSE POSITIVE,0.243,1,0,0,1,1.03226,0.0008217,-0.0005759,325.55685,,3.0606,0.15303,-0.15303,159.35,12.75,-12.75,5.951,0.7552,-0.4502,0.01789,1699.6,9.627,5955.4,202.0,-237.6,5.0,0.1103,-0.0867,,,-0.06629,,0.1031,4.045,11.94,LS,281.510478,41.743819,15.268
4799399,K00439.01,nan,false positive,,1,1,1,0,13.65571,0.0086214,,392.38468,0.986,2.3542,0.11771,,206.98,16.56,-16.56,N/A,0.4478,-0.4501,,961.9,2.03,4510.2,187.9,-217.9,4.4144,0.067,-0.1496,1.345,0.06725,-0.06725,1.3117,0.0317,,4.46,LS+MCMC,914.333506,44.176514,12.064
6092181,K00861.01,nan,fp,0.233,1,0,0,0,5.92387,0.0004839,-0.003572,381.39404,0.683,15.0,0.75,,282.09,22.57,-22.57,6.492,1.0152,-1.0407,0.0691,unknown,0.1,4683.3,161.2,-136.5,,0.145,-0.1472,1.3201,0.06601,,1.3471,17.6252,1.952,17.64,ls+mcmc,301.071338,47.257055,14.59
4143222,K00951.01,,FP,0.053,1,0,1,0,16.46623,0.0034451,,311.66978,0.595,11.7525,0.58762,,606.53,48.52,-48.52, ,0.7872,-1.0654,0.12236,456.9,5.242,6316.4,111.9,-222.4,4.3916,0.1294,-0.1494,1.0969,0.05484,-0.05484,1.1312,-0.1313,4.307,12.27,LS+MCMC,280.568593,51.001727,14.038
6078857,K00327.01,,FP,0.223,0,0,1,1,0.5,0.0002336,-0.0001016,189.7922,0.985,4.9397,0.24699,-0.24699,110.99,8.88,-8.88,2.755,0.2327,-0.2611,0.01353,,126.34,6092.8,153.9,-76.8,,0.1467,-0.1064,0.871,0.04355,-0.04355,0.9443,-0.1635,2.807,7.83,LS+MCMC,292.368565,43.076082,12.017
5073040,K00227.01,nan,CANDIDATE,0.324,0,0,0,0,26.13946,0.0047237,-0.0017207,106.73333,0.076,5.2102,0.26051,-0.26051,279.28,22.34,-22.34,14.622,1.3292,,0.17099,1407.9,95.951,6429.8,145.1,,4.1281,0.1294,-0.0757,0.6393,0.03196,-0.03196,0.671,0.2301,10.702,49.47,LS,280.548636,51.911709,10.637
3443689,K01740.01,,false positive,0.177,1,1,1,0,1.3655,0.0004161,-0.0013607,204.86862,0.01,7.2623,0.36311,,291.39,23.31,-23.31,3.895,0.5188,-0.3109,,1740.2,2.487,6635.7,72.1,-119.6,4.6972,0.0759,,1.468,0.0734,-0.0734,1.402,-0.3527,,11.03,N/A,304.979599,49.497235,12.689
7051555,K00554.01,nan,false_positive,0.271,1,1,1,0,1.56172,0.000569,-0.0013958,226.61509,0.191,2.7186,0.13593,-0.13593,1500.52,120.04,,4.328,0.6604,-0.6795,0.0288,253.3,,5406.2,84.9,-189.6,5.0,0.1339,-0.0114,1.3981,0.0699,-0.0699,1.3033,-0.0753,11.972,23.81,LS,286.194638,42.270014,12.15
8398688,K00062.01,Kepler-62 b,confirmed,0.938,0,0,0,0,23.70711,0.021585,-0.0065466,405.85984,0.565,2.1308,0.10654,,404.99,32.4,-32.4,6.303,1.2409,-1.1715,0.18049,358.5,13.522,5225.7,86.2,-228.5,4.3102,0.0377,-0.1143,1.2101,,-0.06051,1.1706,-0.1172,,33.98,LS+MCMC,291.314324,50.055508,11.719
2503961,K01741.01,Unknown,Maybe,0.695,0,0,0,0,6.94528,0.0047781,-0.0011916,296.46127,0.073,3.2075,0.16037,-0.16037,295.18,23.61,-23.61,11.802,1.0817,-1.4742,0.07756,,65.539,5406.4,182.5,-178.1,4.443,0.1413,-0.0111,1.4233,0.07116,-0.07116,,,10.044,3.0,LS+MCMC,289.648587,46.571006,12.072
1399384,K01466.01,Kepler-1466 b,CONFIRM,0.976,0,0,0,0,NaN,0.0244726,-0.0034071,302.81906,0.801,12.3578,0.61789,-0.61789,3372.17,269.77,-269.77,2.334,,-0.4576,0.18892,1063.2,7.511,5399.8,192.0,-70.9,4.3178,0.0929,-0.0771,0.9358,0.04679,-0.04679,0.881,0.0463,11.71,24.2,LS+MCMC,289.116484,44.856202,
7851323,K01939.01,,FALSE POSITIVE,1.49,1,1,1,0,431.03593,0.0752529,-0.2784067,342.99136,0.265,2.8357,0.14178,-0.14178,138.58,,-11.09,0.685,0.0849,-0.0732,0.99018,259.2,19.12,6107.7,123.9,-153.1,4.3913,,-0.1246,1.3762,0.06881,-0.06881,1.3552,0.3451,7.169,9.24,--,296.306902,44.403496,12.126
3151949,K00156.01,Kepler-156 b,CONFIRMED,0.884,0,0,0,0,2.95143,,-6e-05,437.92227,,1.8815,,-0.09408,599.77,47.98,-47.98,1.684,0.2954,,0.03643,2484.3,8.325,4625.5,157.5,-157.7,4.2778,0.0498,-0.0529,0.8553,0.04276,-0.04276,0.8866,-0.368,,39.41,LS+MCMC,280.488506,47.606749,15.336
6821477,K01607.01,Kepler-1607 b,confirm,0.97,0,0,0,0,3.02432,,-0.0018274,241.85084,0.472,5.8206,0.29103,,4305.72,344.46,-344.46,1.126,0.1164,-0.2108,0.04459,1918.8,2.355,3525.8,74.6,-123.0,4.5674,0.0464,-0.0336,1.3529,0.06764,-0.06764,1.2404,-0.3609,9.505,18.06,LS+MCMC,,51.424783,14.457
8498724,K01407.01,,cand,0.334,0,0,0,0,7.15073,0.0007172,-0.0035867,282.28535,0.746,1.473,0.07365,-0.07365,10508.74,840.7,-840.7,15.91,0.8318,,,781.6,2.522,5607.1,200.6,-103.7,4.631,0.0199,-0.047,0.8893,0.04447,-0.04447,,0.1106,,17.46,LS+MCMC,295.843369,42.437903,15.375
9035318,K01359.01,Kepler-1359 b,confirm,0.882,0,0,0,0,6.04411,0.0013716,-0.0054566,291.97028,0.408,,0.1734,-0.1734,none,13.74,-13.74,3.417,0.5422,-0.2098,0.05857,663.3,17.797,5855.7,278.7,-198.9,4.7245,0.0542,-0.0261,1.2069,0.06035,-0.06035,,0.2602,3.615,15.15,LS+MCMC,302.990675,37.944186,
5662001,K01636.01,Kepler-1636 b,CONFIRMED,0.818,0,0,0,0,13.69625,0.0032827,-0.00219,174.04349,0.898,,0.25634,-0.25634,1129.7,90.38,-90.38,-95.69,,-0.6624,0.1033,1824.7,,,127.6,-94.0,3.6097,0.0869,-0.0323,1.0766,0.05383,-0.05383,1.1164,0.1961,4.356,38.45,MCMC,292.633503,39.571004,15.655
1602166,K01854.01,Unknown,Maybe,0.612,0,0,0,0,7.75453,0.0011498,-0.0017271,448.36826,0.393,2.776,0.1388,-0.1388,569.55,45.56,-45.56,2.899,0.5573,-0.3591,0.08702,1700.0,1.022,5153.9,280.5,-120.8,3.7908,0.1021,-0.104,0.9598,0.04799,-0.04799,0.9148,-0.0934,,42.99,ls+mcmc,304.851552,40.472054,15.308
5520157,K01633.01,,FALSE POSITIVE,0.125,0,0,1,0,6.47005,0.0061311,-0.0026804,383.3492,,1.7009,0.08505,-0.08505,487.59,39.01,-39.01,1.692,0.309,-0.1722,,1086.4,636.925,6882.3,62.0,-242.4,4.6692,0.0514,-0.0378,,0.07742,-0.07742,1.5153,-0.1473,4.575,11.85,LS+MCMC,286.678769,39.462008,15.017
8373977,K00349.01,Unknown,False Positive,0.05,0,1,0,1,1.52679,0.001027,-0.0007737,486.5105,0.04,,0.34217,-0.34217,575.23,46.02,-46.02,3.506,0.2881,-0.4002,0.02223,1216.4,13.167,4884.5,106.1,-276.2,4.853,0.1083,-0.1333,1.5793,0.07896,-0.07896,1.496,-0.0762,8.445,22.88,mcmc,285.28963,39.994399,14.546
2446248,K01801.01,,CANDIDATE,0.652,0,0,0,Y,403.57318,0.3787726,-0.3110192,485.78371,0.252,10.7167,,-0.53584,1011.85,80.95,-80.95,3.288,0.6296,-0.4083,1.05476,477.3,1.396,5528.2,243.6,-268.2,4.5736,0.0705,-0.1299,1.2121,0.06061,-0.06061,1.1102,0.0038,9.514,6.69,N/A,298.862894,46.814084,12.639
2977867,K00167.01,Kepler-167 b,Confirmed,0.82,0,0,0,0,37.5117,0.0289768,-0.0134329,353.79203,0.476,8.0428,0.40214,-0.40214,117.38,9.39,,1.721,0.3351,-0.2125,0.23933,1904.7,0.808,4635.9,78.8,-189.2,3.8222,0.0926,-0.0636,0.8271,0.04135,-0.04135,,-0.3392,11.896,79.16,ls+mcmc,,49.567682,--
5831171,K01519.01,Kepler-1519 b,CONFIRMED,0.895,0,0,0,0,22.90426,0.0012301,-0.0139987,124.56263,0.395,6.8517,0.34258,-0.34258,2497.96,199.84,-199.84,5.868,0.9939,-0.8722,0.1518,2035.2,,0.0,277.7,-204.8,4.6308,0.0846,-0.0823,1.3067,0.06534,-0.06534,1.31,0.2503,,23.48,--,296.778754,51.284161,14.92
1227004,K01884.01,,FALSE POSITIVE,,0,0,1,0,3.97155,0.0032244,,207.93504,0.696,7.2239,0.3612,-0.3612,170.78,13.66,-13.66,none,0.6135,-1.064,0.05362,854.1,5.148,5957.5,239.3,-226.0,4.791,0.132,-0.1271,,0.09911,-0.09911,1.8115,-0.4199,5.882,18.13,ls,296.414325,39.534317,12.997
3793620,K00205.01,,FALSE_POSITIVE,0.103,1,0,1,0,,0.0020127,-0.007306,400.68682,0.143,11.4243,0.57121,-0.57121,642.26,51.38,-51.38,1.75,0.1903,-0.2021,0.08649,2040.8,17.65,5399.6,166.5,-210.4,4.5409,0.0481,-0.0767,0.7459,0.0373,-0.0373,0.8283,-0.1185,,38.42,Unknown,286.374752,51.990354,10.184
6079742,K00907.01,nan,Maybe,0.666,0,0,0,0,9.68043,0.0065921,-0.0055887,133.91225,,3.5649,0.17825,-0.17825,129.33,10.35,-10.35,1.327,0.256,-0.1801,0.09669,751.1,185.382,6589.7,266.6,-148.8,4.4235,0.0805,-0.1106,0.9331,0.04666,,0.855,0.0458,9.146,,LS+MCMC,835.911318,43.098382,15.52
9500705,K00914.01,nan,false_positive,0.039,1,1,1,1,0.76887,4.88e-05,-0.0002537,136.53106,0.776,9.0686,0.45343,-0.45343,174.21,13.94,-13.94,16.001,2.687,-2.1637,0.01672,2091.2,13.966,5952.5,279.4,-253.4,5.0,0.0928,-0.061,2.1774,0.10887,-0.10887,2.0311,0.5467,3.762,10.07,LS+MCMC,301.281081,40.085748,11.414
1429403,K01800.01,Kepler-1800 b,confirmed,0.828,0,0,0,0,35.59153,,-0.0204393,286.47641,0.173,4.882,0.2441,-0.2441,NaN,69.66,-69.66,7.558,1.2034,-1.1005,0.19322,1924.1,23.512,5684.8,268.5,-188.2,3.9607,0.0474,-0.1308,0.7272,0.03636,-0.03636,0.7657,,1.429,24.69,LS+MCMC,299.446797,46.957067,10.255
8162194,K00187.01,nan,cand,0.388,0,0,0,-1,4.50761,0.0019147,-0.0044429,462.39516,0.987,4.6146,0.23073,-0.23073,690.4,55.23,-55.23,3.772,0.6978,-0.317,0.04589,738.6,9.613,5058.5,103.4,-134.3,4.3882,0.0794,-0.1041,,0.05111,-0.05111,,0.2671,6.811,6.86,N/A,293.208447,38.046773,11.626
3195997,K00778.01,nan,FALSE POSITIVE,0.253,0,0,1,0,14.3338,0.0029969,-0.0133051,295.28399,0.118,10.0719,0.5036,-0.5036,771.63,61.73,-61.73,3.711,0.4374,-0.2584,0.10124,2448.1,,5510.8,110.2,-147.6,3.9698,0.1268,-0.1433,1.8577,,,,0.034,5.476,103.42,mcmc,301.616933,47.673479,10.578
2183130,K01932.01,,FALSE POSITIVE,0.214,1,0,1,0,27.0567,0.0185931,-0.0144726,460.48349,,4.278,0.2139,-0.2139,4562.76,365.02,-365.02,3.94,0.6221,-0.558,,231.0,42.081,6034.0,295.3,-231.9,3.7212,0.0652,-0.0123,1.487,0.07435,-0.07435,1.4728,0.399,,32.54,ls+mcmc,292.723269,39.811866,12.122
4581863,K01675.01,nan,False Positive,0.016,1,1,0,0,1.31259,0.0008606,-0.0012919,125.75718,0.608,4.5177,0.22588,-0.22588,339.25,27.14,-27.14,8.163,1.195,-1.1978,0.02259,658.0,32.808,5370.6,283.3,-107.9,4.624,0.0815,-0.0392,1.355,0.06775,-0.06775,,0.2468,,4.93,ls+mcmc,304.770754,49.912493,15.76
8756254,K01034.01,Kepler-1034 b,CONFIRMED,0.911,0,0,0,0,13.68446,0.0064981,-0.0108392,195.35698,0.109,4.7303,0.23651,-0.23651,483.48,38.68,-38.68,5.346,,-0.5284,0.09718,1588.1,144.064,6064.0,205.1,-220.2,4.2555,0.0972,-0.0541,1.0104,,-0.05052,0.9404,-0.2971,10.504,,ls+mcmc,296.77237,37.098806,15.164
2278927,K00011.01,Kepler-11 b,CONFIRMED,0.96,0,0,0,0,,0.008183,-0.0028911,241.86833,0.141,11.6015,0.58007,-0.58007,922.57,73.81,-73.81,,1.2604,-1.2233,0.08818,1905.3,75.342,5311.8,231.7,-149.4,4.2405,0.1223,-0.1479,0.6088,0.03044,-0.03044,0.6814,0.1756,8.61,20.76,MCMC,281.00365,42.489507,15.695
